Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P97807-2;P97807	P97807-2;P97807	24;23	24;23	24;23	"Fumarate hydratase, mitochondrial"	Fh	"sp|P97807-2|FUMH_MOUSE Isoform Cytoplasmic of Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh;sp|P97807|FUMH_MOUSE Fumarate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Fh PE=1 SV=3"	2	24	24	24	66.2	66.2	66.2	50.052	467	467;507	4.62	10	24	20	16	12	31	21	13	0	323.31	1029500000	339000000	1003800000	500100000	556070000	368480000	4489900	294300000	351350000	465340000	970480000	318350000	1016400000	493700000	572960000	381990000	39952000	312110000	328350000	442970000	167	163	167	164	167	167	102	166	167	167	1.6814E+11	177				864	10;711;1512;3002;3706;3707;4141;6290;7240;7640;8634;8823;8838;9893;9894;10269;10868;11655;12029;12537;13012;13232;13693;14940	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	10;753;754;1621;3209;3953;3954;4417;6676;7681;8102;9157;9356;9357;9374;9375;10557;10558;10559;10990;11616;12451;12452;12851;12852;13388;13389;13898;14134;14621;15957	12;13;14;15;16;17;18;19;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;4303;4304;8510;8511;8512;8513;10402;10403;10404;10405;10406;10407;10408;10409;10410;10411;11640;11641;11642;11643;11644;17601;17602;20131;20132;20133;20134;20135;20136;20137;20138;20139;21030;21031;21032;21033;23704;23705;23706;23707;23708;23709;23710;23711;23712;23713;23714;23715;23716;23717;23718;23719;23720;23721;24329;24330;24331;24332;24333;24334;24335;24336;24337;24338;24339;24371;24372;24373;24374;24375;24376;24377;24378;24379;24380;24381;24382;27371;27372;27373;27374;27375;28483;28484;29936;29937;29938;29939;29940;32006;32007;32008;32009;32010;32011;32012;32013;32014;33110;33111;33112;34390;34391;34392;34393;34394;34395;34396;34397;35768;36476;36477;36478;36479;36480;37715;37716;37717;37718;37719;41164;41165;41166;41167	13;14;15;16;17;18;19;2132;2133;2134;2135;2136;2137;2138;2139;2140;2141;2142;2143;2144;2145;2146;4515;8970;8971;8972;8973;8974;8975;10933;10934;10935;10936;10937;10938;10939;10940;10941;12237;12238;12239;12240;12241;18412;18413;20999;21000;21001;21002;21003;21004;21005;21006;21958;21959;21960;24797;24798;24799;24800;24801;24802;24803;24804;24805;24806;24807;24808;24809;24810;24811;24812;24813;24814;24815;24816;24817;24818;24819;24820;24821;24822;24823;24824;24825;24826;24827;24828;24829;24830;24831;24832;24833;25477;25478;25479;25480;25481;25482;25483;25484;25485;25518;25519;25520;25521;25522;25523;25524;25525;25526;25527;25528;25529;25530;25531;25532;25533;28570;28571;28572;28573;28574;28575;29704;29705;31242;31243;31244;31245;31246;33301;33302;33303;33304;33305;33306;33307;33308;33309;33310;33311;34426;34427;34428;34429;34430;35716;35717;35718;35719;35720;35721;35722;35723;35724;35725;35726;35727;35728;37160;37900;37901;37902;37903;37904;39184;39185;39186;39187;39188;39189;39190;42802;42803;42804;42805	15;2146;4515;8970;10937;10940;12238;18412;21003;21960;24821;25484;25525;28573;28575;29705;31244;33302;34428;35723;37160;37900;39185;42802	538;539;540;541;542;543;544;545	45;108;121;152;216;325;406;411	-1;-1
P97822;P97822-2	P97822;P97822-2	1;1	1;1	1;1	Acidic leucine-rich nuclear phosphoprotein 32 family member E	Anp32e	sp|P97822|AN32E_MOUSE Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Mus musculus OX=10090 GN=Anp32e PE=1 SV=2;sp|P97822-2|AN32E_MOUSE Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Mus musculus OX=10090 GN=	2	1	1	1	4.6	4.6	4.6	29.622	260	260;248	6					1	1	1		0	2.8351	2842200	1767000	3062700	1556500	1716000	1467600	22178	1440000	1593100	2213900	2681000	1650600	3082500	1595100	1766700	1501100	162600	1513200	1489700	2108900	2	2	2	2	2	2	2	2	2	2	314230000	2				865	2448	TRUE	2616	6923;6924;6925	7237;7238	7237			-1;-1
P97823;P97823-2	P97823;P97823-2	5;5	5;5	5;5	Acyl-protein thioesterase 1	Lypla1	sp|P97823|LYPA1_MOUSE Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1 PE=1 SV=1;sp|P97823-2|LYPA1_MOUSE Isoform 2 of Acyl-protein thioesterase 1 OS=Mus musculus OX=10090 GN=Lypla1	2	5	5	5	31.3	31.3	31.3	24.687	230	230;221	5.08	1	1	1	3	2		2	3	0	190.45	64378000	37152000	74738000	36408000	37033000	31066000	226520	34414000	42798000	57417000	60757000	34735000	74837000	36951000	38589000	32095000	3371700	36113000	39999000	54588000	12	12	12	12	12	12	6	12	12	12	8916300000	12				866	970;975;1469;2309;7847	True;True;True;True;True	1029;1035;1575;2467;8317	2759;2760;2774;2775;2776;2777;4190;4191;4192;4193;6552;21490;21491	2906;2907;2921;2922;2923;2924;4389;4390;6862;6863;22449;22450	2907;2923;4390;6863;22449			-1;-1
P97855	P97855	1	1	1	Ras GTPase-activating protein-binding protein 1	G3bp1	sp|P97855|G3BP1_MOUSE Ras GTPase-activating protein-binding protein 1 OS=Mus musculus OX=10090 GN=G3bp1 PE=1 SV=1	1	1	1	1	2.8	2.8	2.8	51.828	465	465	8								1	0	11.107	3507000	1668300	3011500	2315700	2184300	1954400	15022	1744900	1648100	2321500	3303700	1565400	3083100	2299000	2200200	2009700	182510	1831100	1540800	2219700	1	1	1	1	1	1	1	1	1	1	458520000	1				867	2134	TRUE	2282	6015	6295	6295			-1
P97872	P97872	4	4	4	Dimethylaniline monooxygenase [N-oxide-forming] 5	Fmo5	sp|P97872|FMO5_MOUSE Flavin-containing monooxygenase 5 OS=Mus musculus OX=10090 GN=Fmo5 PE=1 SV=4	1	4	4	4	12	12	12	60	533	533	5.25				1	2		1		0	44.683	8164000	4046900	8349500	3984400	4378700	3547800	73330	3379800	3648900	4544400	7698500	3783800	8425300	4044900	4537800	3639900	416600	3534500	3412800	4343900	4	4	4	4	4	4	3	4	4	4	635930000	5				868	1080;6299;8689;13550	True;True;True;True	1151;6685;9212;14472	3090;17628;23857;37400	3266;18438;18439;24979;38864	3266;18438;24979;38864			-1
P97927	P97927	13	13	13	Laminin subunit alpha-4	Lama4	sp|P97927|LAMA4_MOUSE Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2	1	13	13	13	9.8	9.8	9.8	201.82	1816	1816	3.95	3	3	4	3	1	2	3	1	0	134.37	72915000	26485000	57409000	33785000	31275000	32931000	410970	27570000	33222000	38699000	68660000	24827000	59001000	33773000	32286000	33485000	2943000	29106000	31063000	36948000	20	20	20	20	20	20	16	20	20	20	4967200000	20				869	177;663;2020;3971;7305;7808;8022;9162;11805;11841;12054;13327;13376	True;True;True;True;True;True;True;True;True;True;True;True;True	189;702;2157;4234;7750;8275;8502;9715;12609;12648;12878;14234;14284	482;483;484;1905;5702;5703;11154;20296;21380;22033;22034;25240;32491;32492;32588;33176;33177;36710;36711;36842	508;509;510;2026;5950;5951;11740;21175;22343;23048;23049;23050;26438;26439;33800;33906;34502;38151;38152;38279	509;2026;5950;11740;21175;22343;23048;26438;33800;33906;34502;38151;38279			-1
P98192	P98192	1	1	1	Dihydroxyacetone phosphate acyltransferase	Gnpat	sp|P98192|GNPAT_MOUSE Dihydroxyacetone phosphate acyltransferase OS=Mus musculus OX=10090 GN=Gnpat PE=1 SV=1	1	1	1	1	2.4	2.4	2.4	76.869	678	678	5					1				0	5.9578	1062400	365320	746840	695510	564280	277800	0	335840	377850	454410	999890	344370	777040	675390	566360	311030	32810	348180	352780	434290	1	1	1	1	1	1	0	1	1	1	29237000	1				870	4301	TRUE	4586	12038	12642	12642			-1
P99024	P99024	22	4	3	Tubulin beta-5 chain	Tubb5	sp|P99024|TBB5_MOUSE Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1	1	22	4	3	65.3	15.5	12.2	49.67	444	444	5.06			5	6			4	3	0	203.33	45896000	21823000	44381000	29959000	28261000	27302000	297360	20903000	22652000	28395000	43264000	20475000	45015000	29794000	28762000	27832000	2405800	22169000	21177000	27135000	17	17	17	17	17	17	12	17	17	17	6628000000	20				871	750;1109;2812;3770;4219;4220;4369;4939;4940;6862;7000;7082;7485;7933;8363;9378;10179;10236;11071;11665;12356;14744	True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False	795;796;1183;3008;3009;4017;4018;4500;4501;4657;5253;5254;7281;7282;7427;7517;7936;7937;8407;8408;8867;8868;9943;9944;10893;10955;11831;12464;13203;15753	2124;2125;2126;2127;2128;2129;2130;2131;2132;3158;3159;3160;3161;7986;7987;7988;7989;7990;7991;7992;10552;10553;10554;10555;10556;10557;10558;11862;11863;11864;12222;12223;13813;13814;13815;13816;13817;13818;13819;13820;13821;13822;19111;19112;19113;19114;19466;19467;19468;19698;19699;19700;20683;20684;20685;20686;21716;21717;21718;21719;21720;21721;21722;22992;22993;22994;25799;25800;25801;25802;25803;25804;28240;28391;28392;28393;28394;30439;32035;32036;32037;33956;40705;40706;40707;40708	2263;2264;2265;2266;2267;2268;2269;2270;2271;2272;3338;3339;3340;3341;8384;8385;8386;8387;8388;8389;8390;11081;11082;11083;11084;11085;11086;11087;11088;12464;12465;12466;12467;12850;12851;12852;14510;14511;14512;14513;14514;14515;14516;14517;14518;14519;14520;19915;19916;19917;19918;19919;20305;20306;20307;20554;20555;20556;21586;21587;21588;22663;22664;22665;22666;22667;22668;22669;22670;24032;24033;24034;27008;27009;27010;27011;27012;29445;29609;29610;29611;29612;29613;31742;33331;33332;33333;33334;35270;42344;42345;42346;42347	2272;3341;8388;11085;12464;12465;12850;14512;14514;19917;20306;20555;21588;22667;24032;27012;29445;29613;31742;33333;35270;42344	515;516;517;518;519;520;546	73;147;164;233;257;267;330	-1
P99026	P99026	2	2	2	Proteasome subunit beta type-4	Psmb4	sp|P99026|PSB4_MOUSE Proteasome subunit beta type-4 OS=Mus musculus OX=10090 GN=Psmb4 PE=1 SV=1	1	2	2	2	6.8	6.8	6.8	29.116	264	264	4.33				2	1				0	4.7462	3904400	2699900	4453000	2500200	2172000	2505800	17512	2395600	2497100	3441200	3684300	2523000	4462700	2554600	2267400	2551300	211170	2511900	2334400	3283500	4	4	4	4	4	4	4	4	4	4	418320000	4				872	732;10724	True;True	777;11466	2085;2086;29598	2218;2219;2220;30884	2220;30884			-1
P99027	P99027	5	5	5	60S acidic ribosomal protein P2	Rplp2	sp|P99027|RLA2_MOUSE 60S acidic ribosomal protein P2 OS=Mus musculus OX=10090 GN=Rplp2 PE=1 SV=3	1	5	5	5	71.3	71.3	71.3	11.651	115	115	5.8		1	1	1	2	4	4	2	0	160.16	129040000	35136000	77999000	41842000	41335000	36541000	302400	30534000	39646000	44937000	121380000	32913000	82026000	41927000	42777000	37428000	3224200	32326000	37055000	42851000	14	14	14	14	14	14	9	14	14	14	9514000000	15				873	6727;7918;9927;10091;14887	True;True;True;True;True	7134;8392;10607;10797;15903	18753;18754;18755;21686;21687;21688;21689;21690;21691;27525;28005;28006;28007;28008;41041	19563;19564;19565;22632;22633;22634;22635;22636;22637;22638;28708;29209;29210;29211;42676	19564;22633;28708;29210;42676	547	1	-1
P99028	P99028	5	5	5	"Cytochrome b-c1 complex subunit 6, mitochondrial"	Uqcrh	"sp|P99028|QCR6_MOUSE Cytochrome b-c1 complex subunit 6, mitochondrial OS=Mus musculus OX=10090 GN=Uqcrh PE=1 SV=2"	1	5	5	5	65.2	65.2	65.2	10.435	89	89	2.58	4	7	4	2	1	1			0	241.37	83543000	26019000	59869000	30424000	30800000	30368000	515600	27232000	29314000	39191000	78635000	24368000	61973000	30584000	31972000	30881000	2741300	28661000	27403000	37394000	18	18	18	18	18	18	10	18	18	18	56203000000	20				874	2235;3636;8077;9862;12031	True;True;True;True;True	2388;3880;8560;10512;10513;12854	6351;6352;10242;10243;22183;22184;27253;27254;27255;27256;27257;33115;33116;33117;33118;33119;33120;33121;33122	6651;10765;10766;23203;23204;28473;28474;28475;28476;28477;28478;34432;34433;34434;34435;34436;34437;34438;34439;34440	6651;10765;23204;28477;34437	548	9	-1
P99029;P99029-2	P99029;P99029-2	13;13	13;13	13;13	"Peroxiredoxin-5, mitochondrial"	Prdx5	"sp|P99029|PRDX5_MOUSE Peroxiredoxin-5, mitochondrial OS=Mus musculus OX=10090 GN=Prdx5 PE=1 SV=2;sp|P99029-2|PRDX5_MOUSE Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5, mitochondrial OS=Mus musculus OX=10090 GN=Prdx5"	2	13	13	13	57.6	57.6	57.6	21.897	210	210;162	4.63	7	8	7	7	9	9	7	9	0	323.31	715650000	287310000	691940000	290880000	306130000	287840000	4065400	293780000	328120000	405080000	674620000	268700000	699820000	295190000	323100000	293790000	29878000	306340000	306780000	386940000	76	76	76	76	76	76	48	76	76	76	1.1038E+11	81				875	1024;1564;1565;4279;5821;7412;7727;8545;10978;12528;13361;13362;13825	True;True;True;True;True;True;True;True;True;True;True;True;True	1092;1674;1675;4562;6181;7862;8192;9065;11735;11736;13379;14268;14269;14768	2918;2919;2920;2921;2922;2923;2924;2925;4438;4439;4440;4441;4442;4443;4444;4445;4446;4447;4448;4449;4450;4451;11980;11981;16321;16322;16323;16324;16325;16326;20510;20511;20512;20513;20514;21224;21225;21226;23474;23475;23476;23477;23478;23479;23480;30196;30197;30198;34371;34372;34373;36780;36781;36782;36783;36784;36785;36786;36787;36788;38089;38090;38091	3084;3085;3086;3087;3088;3089;3090;3091;3092;3093;4651;4652;4653;4654;4655;4656;4657;4658;4659;4660;4661;4662;4663;4664;12587;12588;17066;17067;17068;17069;17070;17071;17072;17073;17074;21409;21410;21411;21412;21413;21414;21415;22181;22182;22183;24546;24547;24548;24549;24550;24551;24552;24553;24554;31492;31493;31494;31495;35694;35695;35696;35697;35698;35699;35700;38225;38226;38227;38228;38229;38230;38231;38232;38233;38234;38235;38236;38237;39571;39572;39573	3089;4654;4661;12588;17069;21409;22183;24548;31495;35695;38230;38234;39571	549	179	-1;-1
Q00519;G3X982;Q3TYQ9	Q00519	10;1;1	10;1;1	10;1;1	Xanthine dehydrogenase/oxidase;Xanthine dehydrogenase;Xanthine oxidase	Xdh	sp|Q00519|XDH_MOUSE Xanthine dehydrogenase/oxidase OS=Mus musculus OX=10090 GN=Xdh PE=1 SV=5	3	10	10	10	9.9	9.9	9.9	146.56	1335	1335;1335;1336	5.06	1		2	4	3	1	3	2	0	83.565	61128000	33022000	55408000	32022000	32381000	32873000	503560	24864000	28682000	38967000	57602000	30871000	56397000	32618000	33211000	33249000	3104400	26569000	26824000	37101000	15	15	15	15	15	15	15	15	15	15	5178100000	16				876	1707;6898;7157;7380;8016;8065;9573;10634;12200;12742	True;True;True;True;True;True;True;True;True;True	1823;7320;7597;7828;8496;8548;10153;11371;13036;13605	4799;19195;19196;19917;19918;20440;20441;22016;22017;22018;22019;22160;26398;29406;33569;34950	5023;20006;20007;20786;20787;21332;21333;23033;23034;23035;23181;27640;30686;34875;36294;36295	5023;20007;20786;21332;23035;23181;27640;30686;34875;36294	550	888	-1;-1;-1
Q00612;P97324	Q00612	22;7	22;7	22;7	Glucose-6-phosphate 1-dehydrogenase X	G6pdx	sp|Q00612|G6PD1_MOUSE Glucose-6-phosphate 1-dehydrogenase X OS=Mus musculus OX=10090 GN=G6pdx PE=1 SV=3	2	22	22	22	48.3	48.3	48.3	59.262	515	515;513	4.49	6	6	4	4	7	10	3	5	0	323.31	189650000	84920000	173250000	115340000	104780000	93655000	1774300	84105000	87496000	122560000	178720000	79664000	176300000	114580000	107130000	96592000	9857700	88627000	81831000	116900000	45	45	45	45	45	45	37	45	45	45	16307000000	49				877	412;2208;2442;2443;2661;3263;3484;4883;5437;6123;6467;7609;7662;8205;8437;10110;10240;10769;11183;11335;11497;14474	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	438;2360;2610;2611;2850;3483;3713;5196;5777;6496;6859;8068;8069;8125;8695;8945;8946;10816;10959;11512;11949;12106;12283;15466	1164;6263;6264;6910;6911;6912;6913;7587;7588;9190;9191;9806;9807;13674;15260;15261;17138;18028;18029;20966;20967;20968;20969;21072;21073;22476;22477;22478;22479;23204;23205;23206;28049;28403;29711;30721;30722;30723;30724;30725;31065;31066;31067;31509;39881	1206;6562;6563;6564;7220;7221;7222;7223;7224;7225;7226;7227;7953;7954;7955;9672;9673;10309;10310;14367;15990;15991;17945;18837;18838;21888;21889;21890;21891;22010;22011;23503;23504;23505;23506;24263;24264;29252;29622;30992;30993;32015;32016;32017;32352;32353;32354;32780;41468	1206;6562;7220;7224;7953;9672;10310;14367;15990;17945;18837;21891;22011;23506;24264;29252;29622;30993;32015;32352;32780;41468	551;552;553;554	125;132;411;450	-1;-1
Q00623;CON__P15497	Q00623	16;2	16;2	16;2	Apolipoprotein A-I;Proapolipoprotein A-I;Truncated apolipoprotein A-I	Apoa1	sp|Q00623|APOA1_MOUSE Apolipoprotein A-I OS=Mus musculus OX=10090 GN=Apoa1 PE=1 SV=2	2	16	16	16	45.5	45.5	45.5	30.615	264	264;265	4.76	1		9	17	5	13	4	2	0	178.71	376240000	167790000	357720000	288580000	223640000	145570000	1937400	120070000	145000000	155460000	354640000	157910000	363170000	281930000	227940000	156740000	17038000	126790000	135530000	148760000	46	46	46	46	46	46	30	46	46	46	43743000000	47				878	1413;2123;2181;2954;3714;7753;9238;9239;11943;12806;12807;12817;13099;13949;13950;14403	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1517;2271;2331;3159;3961;8218;9794;9795;12763;13673;13674;13675;13676;13687;13996;14906;14907;15386	4046;4047;4048;4049;4050;4051;5986;5987;5988;5989;6189;6190;6191;6192;8383;10424;21262;21263;25403;25404;25405;25406;32909;32910;32911;32912;35131;35132;35133;35134;35135;35136;35137;35138;35139;35140;35141;35166;36057;36058;36059;36060;36061;36062;38493;38494;38495;38496;38497;39706;39707	4245;4246;4247;4248;6263;6264;6265;6266;6267;6490;6491;6492;6493;8836;10955;22220;22221;26606;26607;26608;34220;34221;34222;34223;36483;36484;36485;36486;36487;36488;36489;36490;36518;37459;37460;37461;37462;37463;37464;40033;40034;40035;40036;40037;40038;41297;41298	4248;6266;6490;8836;10955;22220;26606;26607;34222;36487;36490;36518;37461;40033;40038;41297	555	193	-1;-1
Q00724	Q00724	3	3	3	Retinol-binding protein 4	Rbp4	sp|Q00724|RET4_MOUSE Retinol-binding protein 4 OS=Mus musculus OX=10090 GN=Rbp4 PE=1 SV=2	1	3	3	3	18.9	18.9	18.9	23.206	201	201	5.8		1			1	1		2	0	163.5	7358000	5212200	8881000	5456500	5175900	7164300	21890	5419300	4699600	6223100	6946100	4876100	8886000	5553900	5307400	7150400	404550	5704400	4391400	5976700	5	5	5	5	5	5	3	5	5	5	684300000	6				879	9048;10765;14933	True;True;True	9598;11508;15950	24991;24992;29707;41143;41144	26167;26168;26169;30988;42780;42781	26167;30988;42781			-1
Q00897	Q00897	15	15	8	Alpha-1-antitrypsin 1-4	Serpina1d	sp|Q00897|A1AT4_MOUSE Alpha-1-antitrypsin 1-4 OS=Mus musculus OX=10090 GN=Serpina1d PE=1 SV=1	1	15	15	8	45	45	24.7	45.998	413	413	5.06	1	3	7	10	8	10	6	6	0	323.31	520160000	188410000	398790000	258320000	209930000	171350000	1064900	213560000	240190000	229810000	489740000	176770000	410600000	255850000	217400000	181270000	19099000	218470000	224490000	221190000	49	49	49	49	49	49	30	49	49	49	41175000000	51				880	1764;2561;3364;3365;6450;7491;7724;9205;9909;10085;10713;11278;11488;12678;13515	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1883;2744;3587;3588;6841;7943;8189;9758;10580;10581;10790;11455;12047;12274;13535;14435	4994;4995;7295;9474;9475;9476;9477;9478;9479;9480;17960;17961;17962;17963;20697;20698;21196;21197;21198;21199;21200;21201;25322;25323;25324;25325;25326;25327;25328;27445;27446;27447;27448;27989;29577;29578;30945;30946;30947;30948;30949;30950;31488;31489;31490;34798;34799;34800;34801;37225;37226	5231;5232;7638;9943;9944;9945;9946;9947;18784;18785;18786;18787;18788;18789;21600;21601;22144;22145;22146;22147;22148;22149;22150;26527;26528;26529;26530;26531;26532;26533;26534;28636;28637;28638;29195;30858;30859;32225;32226;32227;32228;32757;32758;36141;36142;36143;36144;36145;38663;38664;38665	5231;7638;9944;9947;18787;21600;22147;26527;28637;29195;30859;32228;32757;36143;38665	283	278	-1
Q00898	Q00898	9	4	4	Alpha-1-antitrypsin 1-5	Serpina1e	sp|Q00898|A1AT5_MOUSE Alpha-1-antitrypsin 1-5 OS=Mus musculus OX=10090 GN=Serpina1e PE=1 SV=1	1	9	4	4	29.1	14.5	14.5	45.891	413	413	4.67			2	2	2	3			0	300.34	72674000	18235000	31984000	18006000	14279000	8399300	444300	21480000	22552000	17820000	68291000	17050000	34837000	18148000	15062000	9511200	1883500	21292000	21092000	17327000	9	9	9	9	9	9	8	9	9	9	1903700000	10				881	2560;6451;7724;7901;9204;9909;10085;10408;13515	False;True;False;True;True;False;False;True;False	2743;6842;8189;8374;9757;10580;10581;10790;11138;14435	7289;7290;7291;7292;7293;7294;17964;17965;17966;17967;21196;21197;21198;21199;21200;21201;21642;21643;25320;25321;27445;27446;27447;27448;27989;28819;37225;37226	7632;7633;7634;7635;7636;7637;18790;18791;18792;18793;18794;22144;22145;22146;22147;22148;22149;22150;22588;22589;26525;26526;28636;28637;28638;29195;30067;38663;38664;38665	7633;18793;22147;22589;26526;28637;29195;30067;38665	283	278	-1
Q00PI9	Q00PI9	2	2	2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	Hnrnpul2	sp|Q00PI9|HNRL2_MOUSE Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Mus musculus OX=10090 GN=Hnrnpul2 PE=1 SV=2	1	2	2	2	3	3	3	84.939	745	745	4.5				1	1				0	4.6314	3367200	2722600	4896300	2640300	2473800	2142600	71106	3087200	2981100	4071600	3183300	2545300	4850100	2679900	2574100	2240400	292910	3164600	2788700	3894000	3	3	3	3	3	3	3	3	3	3	515090000	3				882	1006;1924	True;True	1069;2054	2862;5428	3016;5674;5675	3016;5674			-1
Q01339	Q01339	5	5	5	Beta-2-glycoprotein 1	Apoh	sp|Q01339|APOH_MOUSE Beta-2-glycoprotein 1 OS=Mus musculus OX=10090 GN=Apoh PE=1 SV=1	1	5	5	5	16.2	16.2	16.2	38.618	345	345	5.43			2		2		2	1	0	13.319	20596000	8779300	19214000	13568000	10933000	12700000	70539	7897600	8039000	10867000	19411000	8249600	19515000	13419000	11238000	12876000	889410	8513600	7515100	10381000	6	6	6	6	6	6	4	6	6	6	1058300000	6				883	6326;7299;12512;14460;14879	True;True;True;True;True	6713;7742;13363;15452;15895	17684;17685;20283;34341;39850;41027;41028	18505;18506;21163;35662;41441;42662	18505;21163;35662;41441;42662			-1
Q01405	Q01405	3	3	2	Protein transport protein Sec23A	Sec23a	sp|Q01405|SC23A_MOUSE Protein transport protein Sec23A OS=Mus musculus OX=10090 GN=Sec23a PE=1 SV=2	1	3	3	2	5.9	5.9	3.5	86.161	765	765	5		1			1			1	0	128.95	1988700	832920	1488900	1223300	934700	750730	13957	599620	689140	927510	1872200	782130	1538100	1206200	952610	791130	84656	639320	644570	883370	2	2	2	2	2	2	2	2	2	2	569770000	3				884	9590;11975;12913	True;True;True	10170;12796;13789	26431;32989;35403	27671;34294;36760	27671;34294;36760			-1
Q01730	Q01730	5	5	5	Ras suppressor protein 1	Rsu1	sp|Q01730|RSU1_MOUSE Ras suppressor protein 1 OS=Mus musculus OX=10090 GN=Rsu1 PE=1 SV=3	1	5	5	5	22.7	22.7	22.7	31.55	277	277	5.33	1			2	1	3		2	0	45.521	38363000	18933000	37738000	23004000	22615000	21514000	202620	16903000	20463000	25207000	36167000	17738000	38214000	23047000	23137000	21905000	1982200	17974000	19130000	24030000	7	7	7	7	7	7	5	7	7	7	3824300000	8				885	1152;3190;9017;9380;9388	True;True;True;True;True	1226;3405;9564;9946;9955	3253;3254;9000;9001;24870;24871;25806;25830;25831	3429;3430;9470;9471;26051;27014;27040;27041	3430;9470;26051;27014;27040			-1
Q01768	Q01768	11	11	6	Nucleoside diphosphate kinase B	Nme2	sp|Q01768|NDKB_MOUSE Nucleoside diphosphate kinase B OS=Mus musculus OX=10090 GN=Nme2 PE=1 SV=1	1	11	11	6	79.6	79.6	48.7	17.363	152	152	4.83	1	6	8	7	8	4	6	7	0	96.409	609760000	242770000	574170000	325390000	321790000	208350000	2350600	233600000	271540000	363400000	574710000	227710000	582720000	322500000	331220000	220430000	26794000	244260000	253810000	346060000	45	43	45	43	45	45	28	45	45	45	47834000000	49				886	2575;3197;4557;5293;5294;10096;10559;11463;12447;13792;14762	True;True;True;True;True;True;True;True;True;True;True	2759;3413;4858;5616;5617;10802;11295;12248;13296;14731;14732;15774;15775	7321;7322;7323;9013;9014;12767;12768;12769;12770;14830;14831;14832;14833;14834;14835;28017;28018;28019;28020;28021;28022;28023;28024;28025;29232;29233;29234;31432;31433;31434;31435;31436;34159;34160;34161;37998;37999;38000;38001;38002;38003;38004;38005;40761;40762;40763;40764	7662;7663;7664;9482;9483;13419;13420;13421;13422;13423;13424;15550;15551;15552;15553;15554;15555;15556;15557;15558;29220;29221;29222;29223;29224;29225;30494;30495;30496;32703;32704;32705;35486;35487;35488;39476;39477;39478;39479;39480;39481;39482;39483;39484;39485;39486;42401;42402;42403	7664;9482;13421;15553;15557;29222;30495;32704;35487;39482;42402	198;556	68;90	-1
